wall,+0,+47,+0,+8.9407e-08,+0
wall,+0.00871444,+47,+0,+8.9407e-08,+0
wall,+0.0174289,+47,+0,+8.9407e-08,+0
wall,+0.0174534,+47,+0,+0.000355242,+0
wall,+0.0261436,+47,+0,+0.000494476,+0
wall,+0.0261679,+47,+0,+8.9407e-08,+0
wall,+0.034858,+47,+0,+1.78814e-07,+0
wall,+0.0348825,+47,+0,+1.78814e-07,+0
wall,+0.0435724,+47,+0,+1.78814e-07,+0
wall,+0.043597,+47,+0,+1.78814e-07,+0
wall,+0.0522871,+47,+0,+1.78814e-07,+0
wall,+0.0523114,+47,+0,+1.78814e-07,+0
wall,+0.0610015,+47,+0,+0.000372684,+0
wall,+0.0610261,+47,+0,+1.78814e-07,+0
wall,+0.069716,+47,+0,+0.000498635,+0
wall,+0.0697405,+47,+0,+1.78814e-07,+0
wall,+0.0784304,+47,+0,+1.78814e-07,+0
wall,+0.078455,+47,+0,+0.000494476,+0
wall,+0.0871451,+47,+0,+0.000134815,+0
wall,+0.0871694,+47,+0,+1.78814e-07,+0
wall,+0.0958595,+47,+0,+0.000415734,+0
wall,+0.0958841,+47,+0,+0.000494491,+0
wall,+0.104574,+47,+0,+1.49012e-07,+0
wall,+0.104599,+47,+0,+1.78814e-07,+0
wall,+0.113289,+47,+0,+0.000500008,+0
wall,+0.113313,+47,+0,+1.78814e-07,+0
wall,+0.122003,+47,+0,+2.98023e-07,+0
wall,+0.122028,+47,+0,+1.78814e-07,+0
wall,+0.130718,+47,+0,+2.98023e-07,+0
wall,+0.130742,+47,+0,+1.49012e-07,+0
wall,+0.139432,+47,+0,+2.98023e-08,+0
wall,+0.139457,+47,+0,+1.49012e-07,+0
wall,+0.148147,+47,+0,+0.000134815,+0
wall,+0.148171,+47,+0,+2.98023e-07,+0
wall,+0.156861,+47,+0,+2.98023e-08,+0
wall,+0.156886,+47,+0,+2.98023e-08,+0
wall,+0.165576,+47,+0,+0.00046445,+0
wall,+0.1656,+47,+0,+2.98023e-08,+0
wall,+0.17429,+47,+0,+0.000335891,+0
wall,+0.174314,+47,+0,+2.98023e-08,+0
wall,+0.183005,+47,+0,+1.49012e-07,+0
wall,+0.183029,+47,+0,+2.98023e-08,+0
wall,+0.191719,+47,+0,+0.000134819,+0
wall,+0.191744,+47,+0,+0.000372684,+0
wall,+0.200434,+47,+0,+0.000427528,+0
wall,+0.200458,+47,+0,+5.96046e-08,+0
wall,+0.209148,+47,+0,+0.000388443,+0
wall,+0.209173,+47,+0,+0.000482898,+0
wall,+0.217863,+47,+0,+0.000500009,+0
wall,+0.217887,+47,+0,+0.000438236,+0
wall,+0.226577,+47,+0,+0.000289857,+0
wall,+0.226602,+47,+0,+0.000912685,+0
wall,+0.235292,+47,+0,+0.000134819,+0
wall,+0.235316,+47,+0,+0.000134819,+0
wall,+0.244006,+47,+0,+0.000261888,+0
wall,+0.244031,+47,+0,+0.000402746,+0
wall,+0.252721,+47,+0,+0.00049862,+0
wall,+0.252745,+47,+0,+0.000456631,+0
wall,+0.261435,+47,+0,+2.08616e-07,+0
wall,+0.26146,+47,+0,+0.000494476,+0
wall,+0.27015,+47,+0,+2.08616e-07,+0
wall,+0.270174,+47,+0,+0.000487492,+0
wall,+0.278864,+47,+0,+0.000355253,+0
wall,+0.278889,+47,+0,+0.000134819,+0
wall,+0.287579,+47,+0,+0.000491346,+0
wall,+0.287603,+47,+0,+0.000427541,+0
wall,+0.296293,+47,+0,+0.000438236,+0
wall,+0.296318,+47,+0,+0.00018885,+0
wall,+0.305008,+47,+0,+0.000355253,+0
wall,+0.305032,+47,+0,+0.000499651,+0
wall,+0.313722,+47,+0,+0.000496898,+0
wall,+0.313747,+47,+0,+0.000261896,+0
wall,+0.322437,+47,+0,+0.00049136,+0
wall,+0.322461,+47,+0,+0.000499994,+0
wall,+0.331151,+47,+0,+0.000229059,+0
wall,+0.331176,+47,+0,+0.000499651,+0
wall,+0.339866,+47,+0,+0.000388454,+0
wall,+0.33989,+47,+0,+0.000229065,+0
wall,+0.34858,+47,+0,+0.000603209,+0
wall,+0.348605,+47,+0,+0.000566562,+0
wall,+0.357295,+47,+0,+0.000499994,+0
wall,+0.357319,+47,+0,+1.19209e-07,+0
wall,+0.366009,+47,+0,+0.000134819,+0
wall,+0.366034,+47,+0,+0.000456631,+0
wall,+0.374724,+47,+0,+0.000749946,+0
wall,+0.374748,+47,+0,+0.000289857,+0
wall,+0.383438,+47,+0,+0.000491345,+0
wall,+0.383463,+47,+0,+0.00018885,+0
wall,+0.392153,+47,+0,+0.000683184,+0
wall,+0.392177,+47,+0,+0.000499997,+0
wall,+0.400867,+47,+0,+0.000192448,+0
wall,+0.400892,+47,+0,+0.00049862,+0
wall,+0.409582,+47,+0,+0.000799736,+0
wall,+0.409606,+47,+0,+0.000419441,+0
wall,+0.418296,+47,+0,+0.000388454,+0
wall,+0.418321,+47,+0,+0.000314266,+0
wall,+0.427011,+47,+0,+0.000568969,+0
wall,+0.427035,+47,+0,+0.000487505,+0
wall,+0.435725,+47,+0,+0.000499651,+0
wall,+0.43575,+47,+0,+0.000471413,+0
wall,+0.44444,+47,+0,+0.000500009,+0
wall,+0.444464,+47,+0,+0.000477542,+0
wall,+0.453154,+47,+0,+0.000546844,+0
wall,+0.453179,+47,+0,+0.000924445,+0
wall,+0.461869,+46.1296,+6.33639,+0.00101712,+0.0185185
wall,+0.461893,+47,+0,+0.000586774,+0
wall,+0.470583,+47,+0,+0.00127172,+0
wall,+0.470608,+47,+0,+0.000629899,+0
wall,+0.479298,+47,+0,+0.00111604,+0
wall,+0.479322,+47,+0,+0.000598355,+0
wall,+0.488013,+47,+0,+0.000638284,+0
wall,+0.488037,+38.2963,+18.257,+0.00146498,+0.185185
wall,+0.496727,+47,+0,+0.000908732,+0
wall,+0.496752,+35.6852,+20.0941,+0.00116615,+0.240741
wall,+0.505441,+47,+0,+0.000878209,+0
wall,+0.505466,+41.7778,+14.7707,+0.00190394,+0.111111
wall,+0.514156,+47,+0,+0.000855267,+0
wall,+0.51418,+45.2593,+8.87607,+0.00128832,+0.037037
wall,+0.522871,+45.2593,+8.87607,+0.00162213,+0.037037
wall,+0.522895,+47,+0,+0.00129802,+0
wall,+0.531585,+47,+0,+0.000787414,+0
wall,+0.53161,+47,+0,+0.000998801,+0
wall,+0.540299,+47,+0,+0.000917929,+0
wall,+0.540324,+47,+0,+0.00135628,+0
wall,+0.549014,+47,+0,+0.000802941,+0
wall,+0.549038,+47,+0,+0.00189396,+0
wall,+0.557729,+44.3889,+10.7659,+0.00148658,+0.0555556
wall,+0.557753,+47,+0,+0.00213116,+0
wall,+0.566443,+36.5556,+19.5398,+0.000788597,+0.222222
wall,+0.566468,+44.3889,+10.7659,+0.00197699,+0.0555556
wall,+0.575158,+13.9259,+21.4613,+0.00241657,+0.703704
wall,+0.575182,+35.6852,+20.0941,+0.00121414,+0.240741
wall,+0.583872,+6.96296,+16.6966,+5.96046e-08,+0.851852
wall,+0.583897,+13.0556,+21.0514,+0.00059629,+0.722222
wall,+0.592587,+1.74074,+8.87607,+0.00150001,+0.962963
wall,+0.592611,+0,+0,+0,+1
wall,+0.601301,+1.74074,+8.87607,+0,+0.962963
wall,+0.601326,+0,+0,+0,+1
wall,+0.610016,+0.87037,+6.33639,+0,+0.981481
wall,+0.61004,+0,+0,+0,+1
wall,+0.61873,+0,+0,+0,+1
wall,+0.618755,+0,+0,+0,+1
wall,+0.627445,+0,+0,+0,+1
wall,+0.627469,+0,+0,+0,+1
wall,+0.636159,+0,+0,+0,+1
wall,+0.636184,+0,+0,+0,+1
wall,+0.644874,+0.87037,+6.33639,+0,+0.981481
wall,+0.644898,+0,+0,+0,+1
